age;marital;education;default;balance;housing;loan;y
45;married;tertiary;No;-192;Yes;No;No
30;married;tertiary;No;1942;Yes;Yes;Yes
33;single;secondary;No;5137;Yes;No;No
43;married;tertiary;No;13044;No;No;No
37;married;secondary;No;1053;No;No;No
73;married;primary;No;154;No;No;No
43;married;secondary;No;625;Yes;No;No
52;married;primary;No;255;No;Yes;No
44;married;tertiary;No;529;Yes;No;No
56;married;tertiary;No;318;No;Yes;No
21;single;secondary;No;1903;Yes;No;No
43;married;tertiary;No;1937;No;No;No
54;married;primary;No;3859;No;Yes;No
59;married;primary;No;4198;No;No;Yes
52;married;primary;No;230;Yes;No;No
31;single;secondary;No;747;Yes;No;Yes
53;married;secondary;No;263;No;Yes;No
24;single;secondary;No;-46;Yes;No;No
57;married;secondary;No;0;No;Yes;No
48;married;secondary;No;568;Yes;No;Yes
57;married;secondary;No;1469;Yes;No;No
51;married;secondary;No;18;No;Yes;No
50;divorced;tertiary;No;201;Yes;No;No
34;married;secondary;No;1412;Yes;Yes;No
43;married;primary;No;-93;Yes;No;No
31;married;secondary;No;-331;Yes;No;No
29;married;unkNown;No;486;Yes;No;No
39;married;primary;No;694;Yes;No;No
36;single;tertiary;No;2806;Yes;No;No
38;single;tertiary;No;0;No;No;No
56;divorced;tertiary;No;2959;Yes;No;No
41;divorced;primary;No;22;Yes;No;No
47;married;secondary;No;1167;Yes;No;Yes
38;single;tertiary;No;35;Yes;No;No
80;married;secondary;No;8304;No;No;No
37;married;secondary;No;4760;Yes;No;No
44;single;tertiary;No;-1313;Yes;Yes;No
33;single;secondary;No;697;No;No;Yes
53;married;secondary;No;230;No;Yes;No
69;married;tertiary;No;473;No;No;No
46;married;secondary;No;1427;Yes;No;No
30;single;tertiary;No;201;Yes;No;Yes
31;single;secondary;No;1086;No;No;No
38;divorced;tertiary;No;4335;Yes;No;No
34;divorced;secondary;No;44;No;No;No
48;married;unkNown;No;286;No;No;No
46;divorced;primary;No;216;No;No;No
42;married;secondary;No;214;Yes;No;No
41;married;secondary;No;343;Yes;No;No
33;married;secondary;No;-77;Yes;No;No
39;married;primary;No;1046;No;No;No
27;single;secondary;No;1566;No;No;No
26;single;tertiary;No;592;No;No;No
38;single;tertiary;No;104;Yes;No;Yes
48;married;secondary;No;0;Yes;No;No
54;married;secondary;No;-22;No;Yes;No
51;married;secondary;No;0;No;No;No
47;married;secondary;No;72;No;No;No
53;married;secondary;No;100;No;No;No
35;married;primary;No;319;Yes;No;No
58;married;tertiary;No;9339;Yes;No;No
52;divorced;tertiary;No;50;Yes;No;No
57;married;secondary;Yes;32;Yes;No;No
52;married;tertiary;No;6922;No;No;No
35;single;tertiary;No;633;Yes;No;No
48;married;secondary;No;4265;Yes;No;No
46;married;tertiary;No;2262;No;No;No
39;married;secondary;No;1970;Yes;No;No
38;divorced;tertiary;No;1513;No;No;No
34;married;secondary;No;4659;Yes;No;No
47;married;primary;No;668;No;No;No
35;divorced;tertiary;No;649;No;No;No
46;divorced;primary;No;452;Yes;No;No
27;single;secondary;No;-145;Yes;No;No
31;married;secondary;No;-498;Yes;No;No
31;single;tertiary;No;0;No;No;No
46;married;secondary;No;22;Yes;No;No
31;married;secondary;No;2304;Yes;No;No
33;married;tertiary;No;1412;Yes;No;Yes
42;married;primary;No;145;No;No;No
33;single;primary;No;4897;Yes;No;No
40;married;primary;No;1832;No;No;No
51;married;primary;No;3726;No;Yes;No
31;married;tertiary;No;591;No;No;No
62;divorced;tertiary;No;0;No;No;Yes
24;single;secondary;No;508;Yes;No;No
48;married;secondary;No;817;No;No;Yes
41;divorced;secondary;No;348;Yes;No;No
43;married;tertiary;No;291;Yes;No;No
52;married;secondary;No;3554;No;Yes;No
54;married;primary;No;781;Yes;No;No
32;divorced;tertiary;No;267;No;No;No
38;married;primary;No;1327;Yes;No;No
41;married;primary;No;-306;Yes;No;Yes
31;single;primary;No;864;Yes;No;No
35;married;tertiary;No;1265;Yes;No;Yes
26;married;secondary;No;0;No;No;No
52;married;tertiary;No;214;No;No;No
58;married;secondary;No;425;Yes;Yes;No
57;married;tertiary;No;3;No;No;No
34;married;tertiary;No;0;Yes;No;No
59;married;primary;No;0;No;No;No
27;single;secondary;No;282;No;Yes;No
42;married;tertiary;No;0;No;No;No
47;single;tertiary;No;3727;No;No;Yes
33;married;secondary;No;0;Yes;Yes;No
31;single;secondary;No;864;Yes;No;No
37;married;tertiary;No;4089;Yes;No;Yes
29;married;secondary;No;-478;No;Yes;No
38;married;primary;No;-363;No;No;No
35;married;secondary;No;8883;No;No;No
31;single;secondary;No;1970;No;No;No
62;married;tertiary;No;1859;No;No;Yes
32;single;tertiary;No;1059;Yes;No;No
31;married;secondary;No;388;Yes;No;No
51;divorced;primary;No;602;Yes;No;No
29;single;secondary;No;0;No;No;No
43;married;primary;No;255;Yes;No;No
36;married;secondary;No;63;Yes;No;No
34;married;primary;No;712;Yes;No;No
29;married;secondary;No;57;Yes;No;No
57;married;secondary;No;523;No;Yes;No
43;married;tertiary;No;422;No;No;No
33;married;secondary;No;386;No;No;Yes
60;married;tertiary;No;3387;No;No;No
51;married;primary;No;260;No;No;No
40;single;secondary;No;-1;No;No;No
51;married;secondary;No;1490;Yes;No;No
38;married;secondary;No;497;Yes;Yes;No
35;married;secondary;No;1707;Yes;No;No
47;married;secondary;No;826;Yes;No;No
45;married;primary;No;907;No;No;No
40;married;secondary;No;1836;Yes;No;Yes
29;single;secondary;No;404;No;No;No
52;divorced;tertiary;No;907;Yes;No;No
26;married;secondary;No;18;Yes;Yes;No
31;single;primary;No;-495;Yes;No;No
55;married;unkNown;No;1210;Yes;No;No
35;married;secondary;No;819;Yes;No;No
56;divorced;tertiary;No;442;No;No;No
28;single;secondary;No;-46;Yes;No;Yes
27;single;secondary;No;671;Yes;No;No
30;married;secondary;No;371;No;No;No
51;married;tertiary;No;-3;No;No;No
33;married;secondary;No;11;Yes;No;No
32;single;secondary;No;33;Yes;No;No
43;married;secondary;No;104;Yes;No;Yes
46;married;primary;No;174;No;Yes;No
32;married;tertiary;No;3107;Yes;Yes;No
40;married;secondary;No;1438;Yes;No;No
39;married;secondary;No;1367;No;No;No
51;married;primary;No;-11;No;No;No
46;single;secondary;No;1693;Yes;No;No
43;married;primary;No;778;Yes;Yes;No
36;married;tertiary;No;837;No;No;No
48;married;tertiary;No;363;No;No;No
26;single;secondary;No;236;Yes;Yes;No
39;single;unkNown;No;0;Yes;No;No
47;married;tertiary;No;-50;No;Yes;No
23;single;primary;No;4;Yes;No;Yes
54;divorced;tertiary;No;26306;Yes;No;No
38;married;secondary;No;46;Yes;Yes;No
33;married;secondary;No;575;No;Yes;No
35;divorced;secondary;No;148;No;Yes;No
52;married;secondary;No;431;No;No;No
25;single;tertiary;No;777;Yes;No;No
29;married;tertiary;No;199;Yes;Yes;Yes
35;single;tertiary;No;3552;No;No;No
49;married;secondary;No;47;No;No;No
41;divorced;secondary;No;3823;No;No;No
32;married;tertiary;No;138;No;No;No
29;single;secondary;No;1117;Yes;No;No
28;married;secondary;No;1325;Yes;No;No
59;married;secondary;No;0;No;No;No
34;married;tertiary;No;4343;No;No;No
55;divorced;tertiary;No;1598;No;No;No
34;married;tertiary;No;3301;Yes;No;Yes
24;single;secondary;No;822;No;No;Yes
42;divorced;secondary;No;-280;Yes;No;No
34;single;unkNown;No;1534;Yes;No;No
34;married;secondary;No;1671;No;No;No
51;married;tertiary;No;2007;No;No;No
58;married;primary;No;0;Yes;No;No
44;married;secondary;No;2776;Yes;No;Yes
33;married;secondary;No;139;Yes;Yes;Yes
34;married;tertiary;No;573;No;No;No
34;married;secondary;No;475;Yes;No;No
42;divorced;secondary;No;47;Yes;Yes;No
46;single;tertiary;No;2154;Yes;No;No
31;single;tertiary;No;96;No;No;No
39;married;tertiary;No;83;Yes;No;No
34;single;tertiary;No;6766;No;No;No
47;married;secondary;No;3973;No;No;No
42;divorced;secondary;No;372;Yes;Yes;No
48;single;secondary;No;-552;No;Yes;No
30;single;tertiary;No;48;No;No;No
38;married;secondary;No;7696;Yes;No;No
24;married;secondary;No;4500;Yes;No;Yes
34;married;secondary;No;1;Yes;No;No
46;single;tertiary;No;46;No;Yes;No
32;divorced;secondary;Yes;-18;Yes;No;No
46;married;secondary;No;451;Yes;Yes;No
26;married;tertiary;No;479;Yes;No;No
42;married;secondary;No;0;Yes;No;No
50;married;secondary;No;1130;Yes;No;No
41;married;primary;No;389;Yes;No;No
34;single;secondary;No;10;No;Yes;No
32;married;secondary;No;401;Yes;No;No
58;single;tertiary;No;145;Yes;Yes;No
45;married;secondary;No;115;Yes;No;No
28;single;secondary;No;89;Yes;Yes;No
35;married;secondary;No;94;Yes;Yes;No
39;married;secondary;No;1438;Yes;No;No
49;divorced;tertiary;No;780;No;No;No
50;married;tertiary;No;207;Yes;No;No
37;married;tertiary;No;238;No;No;Yes
45;married;primary;No;2433;No;No;No
30;single;secondary;No;1924;No;No;No
48;married;tertiary;No;-471;Yes;No;No
36;single;tertiary;No;1531;Yes;No;No
41;single;secondary;No;764;No;No;No
55;married;secondary;No;383;No;No;No
70;married;primary;No;3782;No;No;No
41;married;tertiary;No;326;Yes;No;Yes
47;divorced;secondary;No;691;No;No;No
34;single;secondary;No;0;No;No;No
33;single;tertiary;No;99;No;No;No
58;married;secondary;No;502;Yes;No;No
51;married;tertiary;No;-15;No;No;No
45;married;tertiary;No;1929;Yes;No;No
55;married;secondary;No;0;No;No;No
30;single;primary;No;185;No;No;No
33;single;secondary;No;-424;Yes;No;No
27;single;secondary;No;0;Yes;No;No
59;married;secondary;No;319;Yes;No;No
34;single;tertiary;No;171;Yes;No;No
47;divorced;tertiary;No;-1148;Yes;Yes;No
44;married;primary;No;-11;Yes;No;No
35;single;secondary;No;0;Yes;No;Yes
45;married;tertiary;No;-206;Yes;No;No
42;married;primary;No;704;Yes;Yes;No
38;married;secondary;No;1931;No;No;No
34;single;secondary;No;943;No;No;No
35;married;secondary;No;327;Yes;No;No
29;single;secondary;No;-105;Yes;No;No
58;married;secondary;No;983;No;No;No
44;single;primary;No;787;Yes;No;No
45;married;tertiary;No;0;Yes;No;No
43;married;secondary;No;3060;Yes;No;No
44;married;secondary;No;5780;Yes;No;No
30;single;secondary;No;790;No;No;No
38;married;tertiary;No;1449;No;No;No
50;married;secondary;No;1412;No;No;No
21;single;secondary;No;681;No;No;No
38;married;tertiary;No;228;Yes;No;No
42;married;secondary;No;0;No;No;No
45;single;tertiary;No;2087;No;No;No
34;married;secondary;No;2;Yes;Yes;No
48;married;secondary;No;197;No;Yes;No
34;married;secondary;No;0;No;Yes;No
32;married;secondary;No;1905;Yes;No;Yes
35;married;tertiary;No;118;No;No;No
39;married;tertiary;No;2644;Yes;No;No
36;married;tertiary;No;16430;Yes;No;No
35;married;secondary;No;13;No;No;No
57;divorced;secondary;No;14;No;Yes;No
28;single;secondary;No;769;Yes;No;No
43;married;unkNown;No;3485;No;No;No
57;married;secondary;No;139;No;No;No
34;divorced;secondary;No;202;Yes;No;No
36;married;tertiary;No;6;Yes;No;No
47;divorced;tertiary;No;2515;No;No;No
36;divorced;tertiary;No;5195;Yes;No;No
33;married;tertiary;No;2098;No;No;No
57;married;tertiary;No;320;No;No;No
57;married;tertiary;No;3431;Yes;No;No
34;married;secondary;No;50;Yes;No;No
51;divorced;tertiary;No;370;Yes;No;No
54;divorced;primary;No;-182;No;No;No
52;single;tertiary;No;1623;Yes;No;No
43;married;tertiary;No;13342;Yes;No;No
58;single;primary;No;6570;No;No;No
53;married;secondary;No;225;Yes;No;No
44;married;secondary;No;-665;No;No;No
29;single;tertiary;No;0;No;No;No
27;single;secondary;No;54;Yes;No;Yes
35;married;primary;No;46;No;No;No
40;married;secondary;No;2;No;No;No
34;married;secondary;No;103;Yes;Yes;No
38;single;secondary;No;883;Yes;No;No
32;married;secondary;No;55;Yes;No;No
41;married;secondary;No;8238;Yes;Yes;No
25;single;secondary;No;913;Yes;No;No
38;divorced;secondary;No;595;Yes;No;No
26;single;secondary;No;7;Yes;No;No
37;single;tertiary;No;1661;No;No;No
30;married;tertiary;No;102;Yes;No;Yes
36;married;secondary;No;338;No;No;No
33;married;secondary;No;3132;Yes;No;No
33;single;tertiary;No;490;Yes;No;No
35;married;tertiary;No;2682;Yes;No;No
24;married;tertiary;No;0;Yes;No;No
29;married;secondary;No;596;No;No;No
54;married;secondary;No;2059;Yes;No;No
27;married;secondary;No;132;No;No;No
34;married;secondary;No;0;No;No;No
39;married;primary;No;385;Yes;No;No
38;married;tertiary;No;223;No;No;No
37;married;tertiary;No;0;Yes;No;No
26;single;secondary;No;512;Yes;Yes;No
36;married;tertiary;No;1169;Yes;No;No
35;single;tertiary;No;71;Yes;No;No
30;single;tertiary;No;940;No;No;No
25;single;secondary;No;-80;Yes;Yes;No
34;married;secondary;No;0;Yes;No;No
52;married;unkNown;No;1317;No;No;No
39;married;secondary;No;179;No;No;No
34;married;secondary;No;1007;Yes;No;No
34;single;secondary;No;0;No;No;No
30;married;secondary;No;1286;Yes;Yes;No
33;married;secondary;No;804;Yes;Yes;No
30;single;secondary;No;4;No;No;No
51;married;primary;No;0;Yes;No;No
36;single;secondary;No;417;Yes;No;No
48;married;primary;No;1678;No;No;No
37;divorced;secondary;No;532;Yes;No;No
58;married;secondary;No;407;Yes;No;No
56;divorced;tertiary;No;659;No;Yes;No
34;married;secondary;No;393;Yes;No;No
33;divorced;secondary;No;661;Yes;No;No
26;single;secondary;No;0;No;No;No
40;single;unkNown;No;838;Yes;No;No
35;married;secondary;No;195;Yes;No;No
45;married;secondary;No;68;Yes;No;No
37;single;secondary;No;-242;Yes;No;Yes
35;divorced;tertiary;No;321;Yes;No;No
43;single;secondary;No;3403;Yes;No;Yes
28;married;secondary;No;8;Yes;No;No
32;divorced;secondary;No;739;Yes;No;No
26;single;secondary;No;622;No;No;Yes
35;married;secondary;No;152;Yes;No;Yes
35;single;secondary;No;2;No;No;No
39;married;secondary;No;1439;Yes;No;No
42;divorced;secondary;No;1491;Yes;No;No
32;single;secondary;No;6402;Yes;No;No
30;married;secondary;No;1210;No;No;No
26;single;tertiary;No;122;No;Yes;No
30;single;secondary;No;0;Yes;No;No
32;married;tertiary;No;62;Yes;No;No
47;married;secondary;No;3333;Yes;Yes;No
33;married;tertiary;No;16992;Yes;No;No
57;married;primary;No;23;Yes;No;No
35;married;secondary;No;0;Yes;No;No
53;married;tertiary;No;6072;No;Yes;No
24;single;secondary;No;366;No;Yes;No
54;divorced;tertiary;No;0;No;Yes;No
31;married;tertiary;No;1343;Yes;Yes;No
41;married;secondary;No;2105;Yes;No;No
44;married;secondary;No;2319;No;No;No
35;single;secondary;No;35;Yes;No;No
30;married;tertiary;No;877;No;No;No
43;single;primary;No;30;Yes;No;No
51;married;secondary;Yes;-2082;No;Yes;No
60;married;secondary;No;89;No;No;No
43;married;secondary;No;104;No;No;No
31;married;tertiary;No;1750;Yes;No;No
56;married;primary;No;772;Yes;No;No
42;married;secondary;No;1048;Yes;No;No
52;married;primary;No;592;No;No;No
40;married;secondary;No;0;Yes;Yes;No
36;married;secondary;No;3064;Yes;No;No
40;married;primary;No;33;No;No;No
46;married;secondary;No;0;Yes;No;No
32;single;secondary;No;1649;No;No;No
31;single;tertiary;No;287;Yes;No;No
41;divorced;secondary;No;0;Yes;No;No
58;married;primary;No;419;No;Yes;No
36;married;secondary;No;257;Yes;No;No
52;married;secondary;No;118;No;No;No
42;married;tertiary;No;251;No;No;No
32;single;tertiary;No;1731;Yes;Yes;No
62;married;tertiary;No;0;No;No;No
31;single;tertiary;No;23;No;No;No
41;single;secondary;Yes;-386;No;Yes;Yes
34;married;tertiary;No;5498;No;No;No
44;single;tertiary;No;5063;No;No;Yes
42;married;primary;No;7041;Yes;No;No
37;single;secondary;No;654;No;No;No
47;married;tertiary;No;1890;No;No;No
32;married;secondary;No;2400;Yes;Yes;No
46;married;secondary;No;519;Yes;No;No
39;single;tertiary;No;1190;No;No;No
28;single;secondary;No;229;Yes;No;No
26;single;secondary;No;203;No;No;No
52;married;secondary;No;1818;No;Yes;No
42;married;secondary;No;1289;No;No;Yes
33;divorced;tertiary;No;39;No;No;No
73;married;primary;No;796;No;No;Yes
35;single;secondary;No;57;No;Yes;No
40;married;tertiary;No;1548;Yes;No;No
51;married;secondary;No;117;No;No;Yes
37;single;secondary;No;0;Yes;No;No
39;married;tertiary;No;691;Yes;Yes;No
28;married;secondary;No;64;Yes;No;No
49;divorced;tertiary;No;0;Yes;No;No
36;married;secondary;No;957;Yes;No;No
45;married;secondary;No;118;Yes;No;No
29;single;tertiary;No;218;Yes;No;No
35;married;secondary;No;724;Yes;No;Yes
35;married;tertiary;No;20;Yes;Yes;No
30;married;secondary;No;-28;Yes;No;No
46;married;primary;No;665;No;No;No
25;single;tertiary;No;5;No;No;No
36;married;tertiary;No;925;No;No;Yes
42;married;primary;No;2519;Yes;No;No
57;married;secondary;No;3927;No;No;No
42;divorced;tertiary;No;401;Yes;No;No
29;married;tertiary;No;581;Yes;Yes;No
36;married;tertiary;No;1327;No;No;No
31;married;secondary;No;3242;No;No;No
59;married;primary;No;3163;Yes;No;No
50;divorced;secondary;No;32;No;No;No
47;married;secondary;No;310;Yes;Yes;No
46;married;primary;No;0;No;No;No
26;single;primary;No;155;Yes;No;No
31;single;secondary;No;11386;Yes;No;No
30;married;tertiary;No;1380;Yes;No;No
47;single;unkNown;No;2443;No;No;No
23;single;tertiary;No;1129;Yes;No;Yes
44;single;primary;No;4232;No;No;No
42;married;secondary;No;5564;No;No;No
32;single;secondary;No;-402;Yes;No;No
28;single;secondary;No;1323;Yes;No;No
57;married;primary;No;1623;Yes;Yes;No
38;married;tertiary;No;1042;Yes;No;No
22;single;secondary;No;2488;No;No;Yes
54;married;secondary;No;865;Yes;No;No
32;married;tertiary;No;-1053;Yes;No;No
32;married;tertiary;No;1667;Yes;No;No
59;divorced;secondary;No;975;Yes;No;No
45;married;secondary;No;2571;No;No;No
53;married;primary;No;732;No;No;Yes
50;divorced;secondary;No;769;No;No;No
34;married;secondary;No;-136;Yes;Yes;No
35;divorced;secondary;No;3636;No;Yes;Yes
30;married;tertiary;No;931;No;No;No
62;married;secondary;No;565;No;No;No
40;married;secondary;No;271;Yes;No;No
26;single;tertiary;No;1153;No;No;No
34;married;tertiary;No;-73;Yes;No;No
50;married;unkNown;No;558;No;No;Yes
31;divorced;tertiary;No;137;No;No;No
35;married;secondary;No;700;Yes;No;No
55;married;primary;No;-966;No;Yes;No
34;married;secondary;No;96;No;No;No
58;married;primary;No;4007;No;No;No
50;single;tertiary;No;567;Yes;No;No
31;single;secondary;No;40;No;No;No
47;divorced;secondary;No;136;No;Yes;No
38;single;tertiary;No;917;Yes;No;No
46;single;tertiary;No;593;Yes;No;No
42;married;primary;No;505;Yes;No;No
34;married;secondary;No;2542;Yes;No;No
37;married;tertiary;No;5355;No;No;Yes
38;single;tertiary;No;807;No;No;No
59;married;secondary;No;9976;Yes;No;No
32;married;secondary;No;0;No;No;No
55;married;tertiary;No;540;No;No;No
35;married;secondary;No;280;Yes;Yes;No
56;divorced;tertiary;No;-59;No;Yes;No
27;married;secondary;Yes;-517;Yes;No;No
42;single;secondary;No;2613;Yes;No;No
42;married;unkNown;No;-7;No;No;No
41;married;primary;No;0;Yes;No;No
53;divorced;secondary;Yes;-200;No;Yes;No
67;married;primary;No;2301;No;No;No
53;married;primary;No;104;No;Yes;Yes
33;married;primary;No;191;Yes;No;No
31;single;unkNown;No;694;Yes;No;No
31;married;secondary;No;212;Yes;No;No
30;married;tertiary;No;1882;Yes;No;No
48;married;unkNown;No;131;Yes;No;No
30;single;secondary;No;175;No;No;No
43;single;tertiary;Yes;0;No;No;No
38;divorced;tertiary;No;4425;Yes;No;No
46;married;secondary;No;3533;Yes;No;No
59;divorced;secondary;No;3573;No;No;No
44;divorced;tertiary;No;476;Yes;Yes;No
35;married;secondary;No;1257;Yes;No;No
55;married;unkNown;No;23;No;No;No
39;single;tertiary;No;0;Yes;No;No
36;single;secondary;No;398;Yes;Yes;No
33;married;secondary;No;745;Yes;No;No
48;single;tertiary;No;8106;No;No;No
33;single;tertiary;No;0;No;No;No
67;married;unkNown;No;696;No;No;No
48;divorced;secondary;No;1266;Yes;No;No
57;married;tertiary;No;2416;No;No;No
31;married;primary;No;25;No;No;No
30;single;tertiary;No;7513;No;No;No
56;divorced;primary;No;29;No;No;No
26;married;primary;No;5116;Yes;No;No
44;married;secondary;No;-1746;Yes;No;No
44;divorced;secondary;No;14;No;No;Yes
31;married;tertiary;No;4148;Yes;No;Yes
47;married;unkNown;No;14;Yes;No;No
30;single;secondary;No;105;Yes;No;No
37;married;tertiary;No;767;No;Yes;No
56;divorced;primary;No;0;No;Yes;No
43;single;secondary;No;-228;Yes;Yes;No
42;married;secondary;No;508;Yes;No;No
60;married;secondary;No;725;Yes;No;No
34;married;unkNown;No;41;Yes;No;No
34;single;tertiary;No;184;No;No;No
41;married;tertiary;No;251;No;Yes;No
38;divorced;secondary;No;-17;No;No;No
23;married;secondary;No;-19;Yes;No;No
33;married;tertiary;No;1064;Yes;No;Yes
36;married;secondary;No;777;Yes;No;No
49;married;tertiary;No;377;No;No;No
34;divorced;secondary;No;479;Yes;No;Yes
40;divorced;secondary;No;-375;Yes;No;No
72;married;primary;No;796;No;No;No
43;married;secondary;No;17;Yes;No;No
44;married;secondary;No;1071;Yes;No;No
35;married;secondary;No;0;Yes;No;No
46;divorced;secondary;No;7378;No;No;No
55;married;secondary;No;865;Yes;No;No
50;divorced;secondary;No;-701;Yes;Yes;No
23;single;unkNown;No;817;Yes;No;No
34;married;unkNown;No;1387;No;No;No
40;married;secondary;No;0;Yes;Yes;No
61;married;secondary;No;2917;No;No;Yes
53;married;secondary;No;4541;Yes;No;No
57;married;secondary;No;0;No;No;No
28;married;secondary;No;4287;No;No;No
25;married;secondary;No;242;Yes;No;No
38;married;secondary;No;171;Yes;Yes;No
27;single;secondary;No;259;Yes;No;No
45;married;secondary;No;827;Yes;No;No
31;single;secondary;No;469;No;Yes;No
39;married;primary;No;2226;Yes;No;No
42;married;secondary;No;0;No;No;No
46;married;tertiary;No;477;Yes;No;No
36;married;secondary;No;42;Yes;No;No
30;single;tertiary;No;775;Yes;No;No
32;married;secondary;No;9;Yes;No;No
52;married;tertiary;No;2557;No;No;Yes
31;married;tertiary;No;2395;No;No;No
60;married;primary;No;4895;No;No;No
35;single;secondary;No;376;Yes;Yes;No
38;married;tertiary;No;389;Yes;No;No
46;divorced;tertiary;No;134;No;No;No
45;divorced;tertiary;No;1273;Yes;Yes;No
59;married;secondary;No;0;Yes;No;No
34;married;tertiary;No;2892;Yes;Yes;No
33;divorced;secondary;No;0;Yes;No;No
46;single;secondary;No;295;Yes;No;No
48;married;secondary;No;292;Yes;Yes;No
31;single;secondary;No;85;No;No;No
32;married;secondary;No;4;No;No;No
35;divorced;primary;No;-587;Yes;No;No
36;single;primary;No;367;No;No;No
52;married;tertiary;No;-1224;Yes;No;No
45;divorced;tertiary;No;959;No;No;No
34;married;tertiary;No;0;No;No;No
25;married;primary;Yes;-589;Yes;No;No
26;single;tertiary;No;-8;No;No;No
57;married;unkNown;No;0;No;No;No
48;married;primary;No;247;Yes;Yes;No
48;married;unkNown;No;5543;No;No;No
32;married;primary;No;642;No;Yes;No
58;married;secondary;No;11;No;No;No
57;married;primary;No;-226;Yes;No;No
31;married;tertiary;No;5191;No;No;No
33;single;secondary;No;-320;No;No;No
53;married;tertiary;No;2289;Yes;Yes;No
36;married;secondary;No;725;Yes;No;No
32;single;tertiary;No;705;Yes;No;No
45;married;secondary;No;776;Yes;No;No
35;married;tertiary;No;816;Yes;No;No
41;married;secondary;No;171;No;No;No
54;married;secondary;No;812;No;No;No
49;married;secondary;No;823;No;No;Yes
28;single;secondary;No;1453;Yes;No;No
24;single;unkNown;No;431;Yes;No;No
30;single;secondary;No;1009;Yes;No;No
32;married;primary;No;286;Yes;No;No
53;married;tertiary;No;22370;Yes;No;No
42;married;primary;No;2111;Yes;No;No
48;married;primary;No;5366;Yes;No;No
33;married;secondary;No;181;Yes;Yes;No
31;divorced;secondary;No;-452;Yes;No;No
56;divorced;primary;No;1770;No;No;No
58;married;primary;No;0;No;No;No
37;single;secondary;No;-296;Yes;No;No
59;married;primary;No;2358;Yes;No;No
50;single;tertiary;No;1200;No;No;Yes
39;single;primary;No;109;Yes;No;No
30;married;secondary;No;616;Yes;No;No
47;divorced;secondary;No;4906;Yes;No;No
44;married;secondary;No;313;No;No;No
38;married;primary;No;290;Yes;No;No
50;married;tertiary;No;1240;No;No;No
27;single;tertiary;No;3672;Yes;No;No
73;married;secondary;No;19;No;No;No
46;married;primary;No;143;Yes;No;No
56;divorced;secondary;No;212;No;Yes;No
36;married;tertiary;No;9;No;No;Yes
33;married;primary;No;3074;No;No;No
40;married;tertiary;No;1734;Yes;No;No
52;married;tertiary;No;575;No;No;No
51;married;secondary;No;397;Yes;No;No
33;married;secondary;No;640;Yes;No;No
54;married;secondary;No;158;Yes;No;No
44;married;secondary;No;2984;Yes;No;No
50;married;secondary;No;1011;Yes;No;No
45;single;secondary;No;0;Yes;No;Yes
36;married;tertiary;No;1133;Yes;No;Yes
42;married;secondary;No;4945;Yes;No;Yes
37;married;secondary;No;712;Yes;No;No
28;single;secondary;No;-427;Yes;Yes;No
56;married;secondary;No;2146;No;Yes;No
59;married;secondary;No;92;Yes;No;No
32;married;secondary;No;10;Yes;No;No
57;married;primary;No;1238;Yes;No;No
49;single;secondary;No;981;Yes;No;No
56;married;unkNown;No;575;No;No;No
48;divorced;unkNown;No;-70;No;No;No
27;single;tertiary;No;3733;Yes;No;Yes
31;single;tertiary;No;574;Yes;No;No
28;single;secondary;No;43;No;No;No
36;married;tertiary;No;428;No;No;No
58;married;primary;No;0;Yes;No;No
46;married;secondary;No;0;Yes;Yes;No
32;single;tertiary;No;474;Yes;No;No
39;married;secondary;No;-540;No;No;No
35;married;tertiary;No;560;Yes;No;No
31;married;tertiary;No;325;Yes;No;Yes
29;single;tertiary;No;437;No;No;Yes
48;married;primary;No;574;No;No;No
60;married;primary;No;0;No;No;No
74;married;secondary;No;935;No;No;No
30;married;secondary;No;699;Yes;No;No
52;single;primary;No;0;No;No;No
24;married;secondary;No;-220;Yes;No;No
29;married;secondary;No;11417;Yes;No;No
33;married;primary;No;212;Yes;No;No
34;married;secondary;No;67;Yes;Yes;No
45;divorced;secondary;No;0;No;No;Yes
31;married;secondary;No;0;No;Yes;No
45;married;secondary;No;1673;No;No;No
27;married;secondary;No;-1202;Yes;No;No
30;single;tertiary;No;4213;No;No;No
45;married;primary;No;0;No;No;No
57;married;secondary;No;1521;Yes;Yes;No
34;married;tertiary;No;1310;No;No;No
40;married;secondary;No;0;Yes;Yes;No
39;married;tertiary;No;399;No;No;No
46;married;tertiary;No;405;No;No;No
55;divorced;tertiary;No;9756;Yes;No;Yes
25;single;tertiary;No;2506;No;No;Yes
34;married;tertiary;No;697;No;No;No
37;married;primary;No;403;Yes;No;No
64;divorced;tertiary;No;890;No;No;No
45;divorced;secondary;No;809;Yes;No;No
57;married;secondary;No;158;Yes;No;No
21;single;unkNown;No;137;Yes;No;No
58;married;secondary;No;2705;No;No;No
41;single;secondary;No;75;Yes;No;Yes
41;married;unkNown;No;2457;Yes;No;No
58;married;tertiary;No;541;Yes;No;No
33;married;tertiary;No;287;Yes;No;No
32;married;tertiary;No;273;Yes;Yes;No
44;divorced;secondary;No;0;Yes;No;No
47;married;unkNown;No;677;No;No;No
41;married;primary;No;340;No;No;No
54;married;tertiary;No;98;No;No;No
47;divorced;tertiary;No;477;Yes;No;No
32;single;tertiary;No;2629;No;No;No
59;married;tertiary;No;0;No;Yes;No
